left_to_pin_before,penalty,hole_no,shot_no,completed,putt,left_to_pin_after,par,yards,mp_name,usa_player1,usa_player2,eur_player1,eur_player2,mp_start_time,player_shot_name,shot_team,lie_after,lie_before
22788,FALSE,3,1,TRUE,FALSE,10908,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Fairway,Tee
216,FALSE,3,4,TRUE,TRUE,1,5,633,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
23112,FALSE,6,1,TRUE,FALSE,11844,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Fairway Bunker,Tee
15444,FALSE,2,1,TRUE,FALSE,4176,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway,Tee
4176,FALSE,2,2,TRUE,FALSE,72,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Fairway
180,FALSE,2,3,TRUE,TRUE,1,4,429,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Hole,Green
72,FALSE,2,3,TRUE,TRUE,1,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,NA,Green
22788,FALSE,3,1,TRUE,FALSE,10980,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Fairway,Tee
720,FALSE,3,4,TRUE,FALSE,36,5,633,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Greenside Bunker
7560,FALSE,4,1,TRUE,FALSE,792,3,210,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green Fringe,Tee
36,FALSE,3,5,TRUE,TRUE,1,5,633,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Hole,Green
15444,FALSE,2,1,TRUE,FALSE,4860,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway Bunker,Tee
4860,FALSE,2,2,TRUE,FALSE,96,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Fairway Bunker
144,FALSE,1,3,TRUE,TRUE,12,4,442,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Green
96,FALSE,2,3,TRUE,TRUE,1,4,429,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Hole,Green
11196,FALSE,5,1,TRUE,FALSE,576,4,352,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Rough,Tee
7560,FALSE,4,1,TRUE,FALSE,240,3,210,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Tee
10908,FALSE,3,2,TRUE,FALSE,1620,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Rough,Fairway
216,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,NA,Green
792,FALSE,4,2,TRUE,FALSE,144,3,210,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green Fringe
22788,FALSE,3,1,TRUE,FALSE,11124,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway,Tee
10980,FALSE,3,2,TRUE,FALSE,1260,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Fairway
1260,FALSE,3,3,TRUE,FALSE,540,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Greenside Bunker,Rough
576,FALSE,5,2,TRUE,FALSE,108,4,352,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Rough
11844,FALSE,6,2,TRUE,FALSE,4896,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Fairway,Fairway Bunker
108,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
23112,FALSE,6,1,TRUE,FALSE,11268,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Fairway Bunker,Tee
11268,FALSE,6,2,TRUE,FALSE,4284,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Fairway,Fairway Bunker
396,FALSE,4,2,TRUE,FALSE,12,3,210,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Intermediate Rough
12,FALSE,4,3,TRUE,TRUE,1,3,210,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,NA,Green
22788,FALSE,3,1,TRUE,FALSE,11340,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway,Tee
11124,FALSE,3,2,TRUE,FALSE,480,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Fairway
480,FALSE,3,3,TRUE,TRUE,60,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Green
11196,FALSE,5,1,TRUE,FALSE,1260,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Intermediate Rough,Tee
12,FALSE,3,4,TRUE,TRUE,1,5,633,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,NA,Green
48,FALSE,6,5,TRUE,TRUE,1,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,NA,Green
11340,FALSE,3,2,TRUE,FALSE,720,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Greenside Bunker,Fairway
288,FALSE,3,4,TRUE,FALSE,120,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Green Fringe
1260,FALSE,5,2,TRUE,FALSE,120,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Intermediate Rough
7560,FALSE,4,1,TRUE,FALSE,396,3,210,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Intermediate Rough,Tee
4896,FALSE,6,3,TRUE,FALSE,420,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Fairway
420,FALSE,6,4,TRUE,TRUE,48,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Green
4284,FALSE,6,3,TRUE,FALSE,24,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Fairway
24,FALSE,6,4,TRUE,TRUE,1,5,642,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
144,FALSE,4,3,TRUE,TRUE,12,3,210,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green
420,FALSE,6,4,TRUE,TRUE,12,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Green
12,FALSE,5,4,TRUE,TRUE,1,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Hole,Green
11196,FALSE,5,1,TRUE,FALSE,216,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Tee
23112,FALSE,6,1,TRUE,FALSE,12420,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Fairway,Tee
720,FALSE,3,3,TRUE,FALSE,288,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green Fringe,Greenside Bunker
120,FALSE,3,5,TRUE,TRUE,0,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Green
11196,FALSE,5,1,TRUE,FALSE,432,4,352,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Rough,Tee
60,FALSE,3,4,TRUE,TRUE,1,5,633,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Hole,Green
216,FALSE,5,2,TRUE,TRUE,12,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green
14760,FALSE,7,1,TRUE,FALSE,1944,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Fairway,Tee
7560,FALSE,4,1,TRUE,FALSE,228,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Tee
12,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
14760,FALSE,7,1,TRUE,FALSE,2772,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Fairway,Tee
23112,FALSE,6,1,TRUE,FALSE,11340,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Fairway Bunker,Tee
11340,FALSE,6,2,TRUE,FALSE,5724,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Fairway,Fairway Bunker
12420,FALSE,6,2,TRUE,FALSE,4320,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Fairway,Fairway
36,FALSE,4,3,FALSE,TRUE,1,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,NA,Green
4320,FALSE,6,3,TRUE,FALSE,96,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Fairway
228,FALSE,4,2,TRUE,TRUE,12,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Green
5724,FALSE,6,3,TRUE,FALSE,252,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Fairway
1440,FALSE,5,2,TRUE,FALSE,60,4,352,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Rough
11196,FALSE,5,1,TRUE,FALSE,1440,4,352,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Tee
7560,FALSE,4,1,TRUE,FALSE,540,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Greenside Bunker,Tee
540,FALSE,4,2,TRUE,FALSE,36,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Greenside Bunker
1944,FALSE,7,2,TRUE,FALSE,144,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Fairway
144,FALSE,7,3,TRUE,TRUE,12,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Green
12,FALSE,7,4,TRUE,TRUE,1,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
2772,FALSE,7,2,TRUE,FALSE,48,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Fairway
12,FALSE,4,3,TRUE,TRUE,1,3,210,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Green
48,FALSE,7,3,TRUE,TRUE,1,4,402,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Hole,Green
432,FALSE,5,2,TRUE,FALSE,24,4,352,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Rough
60,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Hole,Green
22932,FALSE,6,1,TRUE,FALSE,12240,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Rough,Tee
11196,FALSE,5,1,TRUE,FALSE,864,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Rough,Tee
22932,FALSE,6,1,TRUE,FALSE,12672,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Tee
11196,FALSE,5,1,TRUE,FALSE,792,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Greenside Bunker,Tee
252,FALSE,6,4,TRUE,TRUE,24,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green
24,FALSE,6,5,TRUE,TRUE,1,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
12240,FALSE,6,2,TRUE,FALSE,4788,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Fairway,Rough
864,FALSE,5,2,TRUE,FALSE,24,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Rough
4788,FALSE,6,3,TRUE,FALSE,168,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Fairway
6696,FALSE,8,1,TRUE,FALSE,444,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Tee
444,FALSE,8,2,TRUE,TRUE,48,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Green
96,FALSE,6,4,TRUE,TRUE,1,5,642,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Hole,Green
48,FALSE,8,3,TRUE,TRUE,12,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Green
12,FALSE,8,4,TRUE,TRUE,1,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
6696,FALSE,8,1,TRUE,FALSE,336,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Tee
24,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Green
14760,FALSE,7,1,TRUE,FALSE,NA,4,402,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Water,Tee
792,FALSE,5,2,TRUE,FALSE,120,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Greenside Bunker
120,FALSE,5,3,TRUE,TRUE,1,4,352,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Hole,Green
12672,FALSE,6,2,TRUE,FALSE,5220,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Rough
336,FALSE,8,2,TRUE,TRUE,72,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Green
72,FALSE,8,3,TRUE,TRUE,12,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Green
12,FALSE,8,4,TRUE,TRUE,1,3,186,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,NA,Green
NA,TRUE,7,2,TRUE,FALSE,4860,4,402,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Rough,Water
4860,FALSE,7,3,TRUE,FALSE,480,4,402,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Rough
5220,FALSE,6,3,TRUE,FALSE,420,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Rough
480,FALSE,7,4,TRUE,TRUE,1,4,402,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,NA,Green
14760,FALSE,7,1,TRUE,FALSE,3528,4,402,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Fairway,Tee
168,FALSE,6,4,TRUE,TRUE,36,5,642,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Green
17100,FALSE,9,1,TRUE,FALSE,6912,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Fairway,Tee
23112,FALSE,6,1,TRUE,FALSE,12384,5,642,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway,Tee
23112,FALSE,6,1,TRUE,FALSE,11664,5,642,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway Bunker,Tee
3348,FALSE,7,2,TRUE,FALSE,168,4,402,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Fairway
12,FALSE,7,5,TRUE,TRUE,1,4,402,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,NA,Green
12,FALSE,11,5,TRUE,TRUE,1,5,606,Saturday Foursomes Match 2,Brandt Snedeker,Brooks Koepka,Henrik Stenson,Matthew Fitzpatrick,2016-10-01 12:50:00,Brooks Koepka,USA,NA,Green
3528,FALSE,7,2,TRUE,FALSE,96,4,402,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Fairway
168,FALSE,7,3,TRUE,TRUE,12,4,402,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Green
96,FALSE,7,3,TRUE,TRUE,12,4,402,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Green
6696,FALSE,8,1,TRUE,FALSE,384,3,186,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Tee
384,FALSE,8,2,TRUE,TRUE,36,3,186,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green
6912,FALSE,9,2,TRUE,FALSE,288,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Fairway
11664,FALSE,6,2,TRUE,FALSE,4788,5,642,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway,Fairway Bunker
4788,FALSE,6,3,TRUE,FALSE,1,5,642,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Hole,Fairway
288,FALSE,9,3,TRUE,TRUE,24,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Brooks Koepka,USA,Green,Green
17100,FALSE,9,1,TRUE,FALSE,7092,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Rough,Tee
576,FALSE,9,3,TRUE,FALSE,24,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Green Fringe
24,FALSE,9,4,TRUE,TRUE,1,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
7092,FALSE,9,2,TRUE,FALSE,576,4,475,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green Fringe,Rough
4752,FALSE,6,3,TRUE,FALSE,540,5,642,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Fairway Bunker
36,FALSE,8,3,TRUE,TRUE,1,3,186,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
